OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,AVLN_RISKV,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CFLD_RISKV,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,TSUN_RISKV,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,VLCN_RISKV,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
24438,T16001000101,Idaho,ID,16,Ada,County,1,16001,101,16001000101,1577,684297553,730,0.67027857,216824.4302,19.25153403,Very Low,47.36842105,13.84902647,Very Low,35.0877193,161527.1499,95648.8504,0.005679091,65877.45174,0.847787813,0.000139777,3.6012E-06,0.001161353,16.46781126,24.70746325,74.41000366,Relatively High,0.837719298,74.87000275,Relatively High,0.947368421,2.71924901,1.342340469,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2,0.123839009,0.67027857,684297553,1577,18293200000,730,18977498283,8.48703E-07,1.55695E-06,0.00302046,Relatively Low,71.9214097,0.000304064,3527.141853,0.273057067,3599.33632,65.04568194,Relatively Low,1.05103E-07,1.92812E-07,0.000374051,73.64656974,4831.534805,67.23588451,Relatively Low,189,8.590909091,0.67027857,0,0,1.21E-05,No Rating,0,0,0,No Expected Annual Losses,0,0,0,0,No Rating,,0.001507,0.67027857,684283000,1577,18293200000,18977483000,0.083194423,0.000758734,Relatively Moderate,85791.3,0.001803162,20916.68123,106707.9812,78.21828687,Relatively Low,0.000125371,1.14341E-06,79.04854734,143238.4416,79.97669219,Relatively Low,9,0.256216002,0.67027857,684297553,1577,18293200000,730,18977498283,3.78848E-08,1.4371E-07,4.96894E-06,Relatively Moderate,6.642269264,5.80663E-05,673.5692579,0.000929378,680.2124566,38.41713594,Very Low,9.7067E-09,3.68207E-08,1.27312E-06,66.26421039,913.0767082,40.19526233,Very Low,27,1.671826625,0.67027857,684297553,1577,18293200000,730,18977498283,5.43886E-07,4.33037E-07,5.522E-05,Relatively Low,622.2206724,0.00114169,13243.59958,0.067392303,13865.88764,60.92843554,Relatively Moderate,9.09284E-07,7.23963E-07,9.23182E-05,75.96237405,18612.74212,64.022737,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,7,0.104228708,0.67027857,684297553,1577,18293200000,18977497553,6.38972E-06,9.23389E-07,Relatively Moderate,455.7368435,0.000151776,1760.603316,2216.340159,48.35237452,Relatively Low,6.65992E-07,9.62436E-08,68.71861141,2975.083089,53.17483627,Relatively Low,0,0.01,0.148927879,328665734.4,1053.487499,12220454985,12549120720,0.001050539,2.6396E-06,Relatively Low,3452.762593,2.78078E-05,322.5707322,3775.333325,87.32425903,Relatively Moderate,5.0457E-06,1.76334E-08,91.22031701,5067.782707,90.03396294,Relatively Moderate,47,2.132115015,0.67027857,684297553,1577,18293200000,18977497553,6.60355E-09,6.66349E-08,Very High,10.22207149,0.000243611,2825.89295,2836.115022,33.09974725,Relatively Low,1.49381E-08,1.54478E-07,52.64910578,3807.03197,37.93842837,Relatively Low,17,0.708333333,0.065655216,107079469.3,294.0944983,3411496180,584.4585322,3518576234,3.42347E-05,6.84093E-06,0.001220109,Very Low,2596.628275,0.001425082,16530.95042,0.505114789,19128.08381,63.92888179,Relatively Low,3.79459E-06,9.03666E-07,0.000691938,77.59001339,25676.401,67.24420872,Relatively Low,13,0.360207249,0.67027857,684297553,1577,18293200000,730,18977498283,8.60656E-08,5.94356E-07,3.80749E-06,Relatively Moderate,21.21420904,0.000337622,3916.418919,0.001001183,3937.634129,35.22766015,Relatively Low,3.10014E-08,2.14092E-07,1.37148E-06,55.55542493,5285.645646,37.59810684,Relatively Low,0,3.2702E-05,0.67027857,684297553,1577,18293200000,730,18977498283,0.116265192,0.001425399,0.010826035,Relatively High,2601.772878,7.35094E-05,852.708865,0.000258444,3454.482002,10.06924442,Very Low,3.80211E-06,4.66134E-08,3.54033E-07,9.994004303,4637.090991,10.8999667,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0,0,0,0,0,0,0,0.4,3.20512E-05,0.001225586,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,15,0.92879257,0.67027857,684297553,1577,18293200000,730,18977498283,2.89963E-08,7.69435E-08,5.11014E-08,Relatively Moderate,18.42918222,0.0001127,1307.314612,3.46477E-05,1325.743829,49.82619724,Relatively Low,2.69315E-08,7.14645E-08,4.74626E-08,65.08795829,1779.599594,53.27855206,Relatively Low,Mar-23
24439,T16001000102,Idaho,ID,16,Ada,County,1,16001,102,16001000102,3261,1954081857,1182,1.00637472,437639.623,42.92798364,Relatively Low,70.1754386,40.79080255,Relatively Low,71.49122807,388058.7632,243173.9016,0.012490025,144884.292,0.569564516,0.000124444,3.83012E-06,0.000481865,14.19898067,17.01945488,51.20000076,Relatively Moderate,0.578947368,74.87000275,Relatively High,0.947368421,2.71924901,1.127766371,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2,0.123839009,1.00637472,1954081857,3261,37827600000,1182,39781683039,8.48703E-07,1.55695E-06,0.00302046,Relatively Low,205.378963,0.000628759,7293.601511,0.442128018,7499.422602,74.25957677,Relatively Moderate,1.05103E-07,1.92812E-07,0.000374051,73.72877375,8457.596611,74.59449175,Relatively Moderate,189,8.590909091,1.00637472,0,0,1.21E-05,No Rating,0,0,0,No Expected Annual Losses,0,0,0,0,No Rating,,0.001478633,1.00637472,1954066000,3261,37827600000,39781666000,0.080264164,0.001552279,Relatively High,231910.9,0.007484809,86823.78493,318734.6849,84.16163656,Relatively Moderate,0.00011868,2.29525E-06,79.89759729,359458.2589,84.85349379,Relatively Moderate,9,0.256216002,1.00637472,1954081857,3261,37827600000,1182,39781683039,3.78848E-08,1.4371E-07,4.96894E-06,Relatively Moderate,18.96768124,0.000120072,1392.840425,0.001504829,1411.809611,48.05374966,Relatively Low,9.7067E-09,3.68207E-08,1.27312E-06,65.87625351,1592.191401,47.85116301,Relatively Low,27,1.671826625,1.00637472,1954081857,3261,37827600000,1182,39781683039,5.43886E-07,4.33037E-07,5.522E-05,Relatively Low,1776.814957,0.002360843,27385.782,0.10912014,29162.70608,75.64412711,Relatively High,9.09284E-07,7.23963E-07,9.23182E-05,76.10094652,32888.7192,75.29610427,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,7,0.104228708,1.00637472,1824565009,3260.751752,37824720324,39649285333,6.38972E-06,9.23389E-07,Relatively Moderate,1215.146093,0.000313826,3640.38703,4855.533123,65.94907339,Relatively Low,6.2185E-07,9.62363E-08,64.5687098,5475.906968,66.52177744,Relatively Low,0,0.01,0.022702779,33838807.2,22.89571838,265590333.2,299429140.4,0.001050539,2.6396E-06,Relatively Moderate,355.4899567,6.04355E-07,7.010513794,362.5004705,52.88786754,Relatively Low,1.81922E-07,1.85328E-10,45.55300218,408.81584,53.48626586,Relatively Low,52,2.331568404,1.00637472,1954081857,3261,37827600000,39781681857,6.60355E-09,6.66349E-08,Very High,30.00452991,0.000494711,5738.650224,5768.654754,50.64385908,Relatively Moderate,1.53548E-08,1.51705E-07,51.83095555,6505.694836,52.06756109,Relatively Moderate,17,0.708333333,0.003288464,4880996.534,0.659335312,7648289.624,17.02744495,12529303.19,3.42347E-05,6.84093E-06,0.001220109,Relatively Low,118.361939,3.19491E-06,37.06101075,0.014715867,155.4376656,28.14782629,Very Low,6.05716E-08,9.79735E-10,1.245E-05,26.17610447,175.297372,28.19887742,Very Low,13,0.360207249,1.00637472,1954081857,3261,37827600000,1182,39781683039,8.60656E-08,5.94356E-07,3.80749E-06,Relatively Moderate,60.57935005,0.000698152,8098.568228,0.001621094,8159.149199,47.67049529,Relatively Low,3.10014E-08,2.14092E-07,1.37148E-06,55.47430667,9201.614081,47.74532655,Relatively Low,0,5.32941E-05,1.00637472,1954081857,3261,37827600000,1182,39781683039,0.071342058,0.000874646,0.006643015,Relatively High,7429.631685,0.000152006,1763.275199,0.000418467,9192.907302,24.67758432,Very Low,3.80211E-06,4.66135E-08,3.54033E-07,9.744771399,10367.45171,23.4183989,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0,0,0,0,0,0,0,0.4,3.20512E-05,0.001225586,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,15,0.92879257,1.00637472,1954081857,3261,37827600000,1182,39781683039,2.89963E-08,7.69435E-08,5.11014E-08,Relatively Moderate,52.62642026,0.000233046,2703.330977,5.61008E-05,2755.957453,64.57829344,Relatively Moderate,2.69315E-08,7.14645E-08,4.74626E-08,64.81668506,3108.076135,64.86942872,Relatively Moderate,Mar-23
24440,T16001000201,Idaho,ID,16,Ada,County,1,16001,201,16001000201,3568,889606580,10634,5.5581864,299362.2002,29.24891785,Relatively Low,60.30701754,34.69478827,Relatively Low,66.22807018,329896.0382,254557.2694,0.006494287,75333.73473,5.034062182,0.000286146,1.82015E-06,0.000473393,25.60772248,17.57004233,22.75,Relatively Low,0.285087719,74.87000275,Relatively High,0.947368421,2.71924901,0.90744406,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2,0.123839009,5.5581864,889606580,3568,41388800000,10634,42278417214,8.48703E-07,1.55695E-06,0.00302046,Relatively Low,93.49990955,0.000687952,7980.242316,3.977655956,8077.719882,75.1708669,Relatively Moderate,1.05103E-07,1.92812E-07,0.000374051,73.46102356,7330.078924,72.73343481,Relatively Moderate,189,8.590909091,5.5581864,0,0,1.21E-05,No Rating,0,0,0,No Expected Annual Losses,0,0,0,0,No Rating,,0.000938659,5.5581864,889594000,3568,41388800000,42278394000,0.032095182,9.26623E-05,Relatively Low,26800.3,0.000310339,3599.928529,30400.22853,66.78018649,Relatively Low,3.0126E-05,8.69783E-08,64.17431947,27586.5068,64.76953812,Relatively Low,9,0.256216002,5.5581864,889606580,3568,41388800000,10634,42278417214,3.78848E-08,1.4371E-07,4.96894E-06,Relatively Moderate,8.635141858,0.000131376,1523.966463,0.013538371,1532.615143,49.34693926,Relatively Low,9.7067E-09,3.68207E-08,1.27312E-06,66.52872644,1390.762508,45.7534605,Relatively Low,27,1.671826625,5.5581864,889606580,3568,41388800000,10634,42278417214,5.43886E-07,4.33037E-07,5.522E-05,Relatively Low,808.9048425,0.0025831,29963.95896,0.981711989,30773.84552,76.70573314,Relatively High,9.09284E-07,7.23963E-07,9.23182E-05,75.28477817,27925.54332,72.17452314,Relatively Moderate,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,7,0.104228708,5.5581864,853108938,3516.767055,40794497841,41647606779,6.38972E-06,9.23389E-07,Relatively Moderate,568.1639118,0.000338466,3926.209092,4494.373004,64.34697054,Relatively Low,6.38669E-07,9.48616E-08,74.10496637,4078.392085,60.58180857,Relatively Low,0,0.01,0.165233267,141863286.5,831.2936523,9643006367,9784869653,0.001050539,2.6396E-06,Relatively Low,1490.329528,2.19428E-05,254.5364823,1744.86601,74.67326616,Relatively Moderate,1.67527E-06,6.14989E-09,69.4030994,1583.368296,72.15992373,Relatively Moderate,51,2.289153846,5.5581864,889606580,3568,41388800000,42278406580,6.60355E-09,6.66349E-08,Very High,13.20037762,0.000536038,6218.043042,6231.24342,52.88269187,Relatively Moderate,1.48384E-08,1.50235E-07,51.68601239,5654.504827,48.0486344,Relatively Moderate,17,0.708333333,0.040782684,90813483.18,128.3387584,1488729597,0,1579543080,3.42347E-05,6.84093E-06,0.001220109,Very Low,2202.185533,0.000621886,7213.877391,0,9416.062925,53.95401273,Relatively Low,2.47546E-06,1.74295E-07,0,52.22420556,8544.550368,51.89197546,Relatively Low,13,0.360207249,5.5581864,889606580,3568,41388800000,10634,42278417214,8.60656E-08,5.94356E-07,3.80749E-06,Relatively Moderate,27.57908438,0.000763879,8860.990935,0.014584358,8888.584603,49.41159874,Relatively Low,3.10014E-08,2.14092E-07,1.37148E-06,55.66593386,8065.893299,45.19217048,Relatively Low,0,0.000296184,5.5581864,889606580,3568,41388800000,10634,42278417214,0.012849586,0.000157575,0.002110505,Relatively Low,3385.701744,0.000166523,1931.667453,0.006647289,5317.375844,16.15664053,Very Low,3.80584E-06,4.66713E-08,6.25098E-07,10.71231234,4825.221124,11.4029872,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.00632949,0.117214586,88398592.44,414.4819476,4807990592,4658.11425,4896393842,0.4,3.20512E-05,0.001225586,Relatively Low,219134.8108,7.78003E-05,902.4836689,0.039419503,220037.3339,96.51576231,Relatively High,0.000246328,2.1805E-08,3.70693E-06,95.75351099,199671.5716,96.01270038,Relatively High,15,0.92879257,5.5581864,889606580,3568,41388800000,10634,42278417214,2.89963E-08,7.69435E-08,5.11014E-08,Relatively Moderate,23.95846908,0.000254985,2957.830397,0.000504717,2981.789371,66.08262677,Relatively Moderate,2.69315E-08,7.14645E-08,4.74626E-08,65.50485004,2705.807053,61.93692622,Relatively Moderate,Mar-23
24441,T16001000202,Idaho,ID,16,Ada,County,1,16001,202,16001000202,6352,1446012062,555431,13.24643112,1120328.265,73.90714931,Relatively Moderate,88.15789474,82.77238885,Relatively Moderate,91.44736842,1381510.511,1240813.325,0.012101996,140383.1572,314.0279903,0.000858093,1.90523E-06,0.000565377,62.48913733,53.88384151,13.22999954,Very Low,0.190789474,74.87000275,Relatively High,0.947368421,2.71924901,0.810944438,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,2,0.123839009,13.24643112,1446012062,6352,73683200000,555431,75129767493,8.48703E-07,1.55695E-06,0.00302046,Relatively Low,151.979538,0.00122474,14206.97847,207.7593967,14566.71741,83.18340888,Relatively Moderate,1.05103E-07,1.92812E-07,0.000374051,73.66888226,11812.79846,78.87313894,Relatively Moderate,154,7,13.24643112,32262.99997,32262.99997,1.21E-05,Very Low,2.73267616,2.73267616,70.24840996,Very Low,4.91992E-06,69.30203031,2.216048533,69.70104172,Very Low,,0.00095969,13.24643112,1446000000,6352,73683200000,75129200000,0.030306858,6.26756E-05,Relatively Low,42057.2,0.000382068,4431.984125,46489.18412,71.77114404,Relatively Low,2.9085E-05,6.01492E-08,63.18199967,37700.14529,68.90548447,Relatively Low,9,0.256216002,13.24643112,1446012062,6352,73683200000,555431,75129767493,3.78848E-08,1.4371E-07,4.96894E-06,Relatively Moderate,14.03600149,0.000233885,2713.07034,0.707130966,2727.813473,58.13945286,Relatively Low,9.7067E-09,3.68207E-08,1.27312E-06,66.55576586,2212.105163,52.9824478,Relatively Low,27,1.671826625,13.24643112,1446012062,6352,73683200000,555431,75129767493,5.43886E-07,4.33037E-07,5.522E-05,Relatively Low,1314.835328,0.004598613,53343.90901,51.27640322,54710.02074,87.00706954,Relatively High,9.09284E-07,7.23963E-07,9.23182E-05,75.5372619,44366.78702,80.70089902,Relatively High,,,,,,,,,,,,Not Applicable,,,,,,,Not Applicable,,,,,,,Not Applicable,7,0.104228708,13.24643112,1446012062,6352,73683200000,75129212062,6.38972E-06,9.23389E-07,Relatively Moderate,963.032777,0.000611339,7091.535993,8054.56877,75.00513965,Relatively Moderate,6.65992E-07,9.62436E-08,75.15051837,6531.807744,69.86108256,Relatively Moderate,0,0.01,1.011939249,911579315.5,4134.403402,47959079463,48870658779,0.001050539,2.6396E-06,Relatively Low,9576.498646,0.000109132,1265.926301,10842.42495,96.9889812,Relatively High,6.6227E-06,1.71807E-08,93.26851688,8792.604205,95.071203,Relatively High,64,2.895119715,13.24643112,1446012062,6352,73683200000,75129212062,6.60355E-09,6.66349E-08,Very High,26.86350904,0.001176035,13642.00786,13668.87137,76.91211174,Relatively High,1.85777E-08,1.85144E-07,59.36320839,11084.69521,67.72280786,Relatively Moderate,17,0.708333333,0.054731033,49692100.04,270.9027626,3142472047,52031.66557,3192216178,3.42347E-05,6.84093E-06,0.001220109,Very Low,1205.010754,0.001312703,15227.35095,44.96805565,16477.32976,61.7774855,Relatively Low,8.33334E-07,2.0666E-07,8.09607E-05,57.20341969,13362.19892,57.86043857,Relatively Low,13,0.360207249,13.24643112,1446012062,6352,73683200000,555431,75129767493,8.60656E-08,5.94356E-07,3.80749E-06,Relatively Moderate,44.82845515,0.001359909,15774.94799,0.761764561,15820.53821,62.09661302,Relatively Moderate,3.10014E-08,2.14092E-07,1.37148E-06,55.70943205,12829.57746,54.64134519,Relatively Low,0,0.000705241,13.24643112,1446012062,6352,73683200000,555431,75129767493,0.005394304,6.61279E-05,0.001659831,Very Low,5501.039659,0.000296233,3436.298076,0.650176571,8937.987912,24.30491059,Very Low,3.80428E-06,4.66361E-08,1.17058E-06,10.81929439,7248.211584,17.50107026,Very Low,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,,,,,Not Applicable,,,,,,Not Applicable,,,,,,Not Applicable,,0.009976528,0.531513359,319861473.9,1223.722056,14195175846,315131.9236,14515352452,0.4,3.20512E-05,0.001225586,Relatively Low,1179919.057,0.000343398,3983.414189,5.146024206,1183907.618,99.31742238,Very High,0.000815981,5.40614E-08,9.26492E-06,98.60749408,960083.2975,99.05698521,Relatively High,15,0.92879257,13.24643112,1446012062,6352,73683200000,555431,75129767493,2.89963E-08,7.69435E-08,5.11014E-08,Relatively Moderate,38.94332175,0.000453943,5265.733936,0.026362183,5304.70362,77.27411513,Relatively Moderate,2.69315E-08,7.14645E-08,4.74626E-08,65.67747845,4301.819896,71.30761547,Relatively Moderate,Mar-23
